"Name","Team","G","PA","H","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","Fld","BsR","WAR","playerid"
"Eddie Collins","- - -","1110","4648","1334","22","685","520","180","12.7 %","2.1 %",".098",".351",".346",".436",".444",".417","135","-26.0","","42.3","1002451"
"Max Bishop","- - -","1338","5776","1216","41","966","379","43","20.0 %","7.8 %",".095",".294",".271",".423",".366",".380","114","50.0","","42.3","1000994"
"Pie Traynor","Pirates","1941","8293","2416","58","1183","1273","158","5.7 %","3.4 %",".115",".326",".320",".362",".435",".368","108","-32.0","","42.2","1013165"
"Dick Bartell","- - -","1822","7972","1997","69","1029","658","100","8.2 %","7.1 %",".109",".304",".286",".355",".395",".351","98","35.0","","40.9","1000621"
"Harlond Clift","Browns","1195","5258","1227","160","862","689","56","15.7 %","10.7 %",".191",".293",".281",".400",".473",".400","118","1.0","","39.8","1002352"
"Joe Judge","- - -","1689","7078","1868","66","934","890","133","10.3 %","4.5 %",".128",".315",".306",".383",".434",".378","115","32.0","","39.0","1006644"
"George Grantham","- - -","1444","5897","1508","105","912","712","132","12.2 %","8.9 %",".159",".322",".302",".392",".461",".394","122","-23.0","","38.4","1004947"
"Lu Blue","- - -","1615","7207","1696","44","1151","695","151","15.2 %","6.0 %",".113",".305",".287",".402",".401",".380","113","36.0","","38.0","1001093"
"Dolph Camilli","- - -","1182","5073","1221","205","767","779","46","14.8 %","15.6 %",".228",".309",".285",".395",".513",".413","139","18.0","","37.9","1001860"
"Dave Bancroft","- - -","1274","5532","1421","18","740","434","82","9.9 %","4.7 %",".085",".308",".294",".368",".379",".354","104","70.0","","37.7","1000503"
"Johnny Mize","Cardinals","854","3582","1048","158","546","653","14","11.8 %","7.8 %",".264",".332",".336",".419",".600",".454","168","-1.0","","37.6","1009014"
"Willie Kamm","- - -","1693","6935","1643","29","802","826","126","11.9 %","5.8 %",".103",".298",".281",".372",".384",".355","100","50.0","","37.4","1006683"
"Hal Trosky","Indians","1124","4853","1365","216","758","911","21","9.3 %","7.7 %",".238",".304",".313",".379",".551",".414","131","-16.0","","37.1","1013190"
"Riggs Stephenson","- - -","1310","5134","1515","63","714","773","53","9.6 %","4.8 %",".137",".346",".336",".407",".473",".407","131","-17.0","","36.7","1012500"
"George Sisler","- - -","1442","6420","2033","81","948","894","221","5.1 %","3.2 %",".134",".347",".344",".381",".478",".396","117","-9.0","","36.0","1012021"
"Chick Hafey","- - -","1283","5113","1466","164","777","833","70","7.3 %","9.3 %",".209",".327",".317",".372",".526",".405","131","-8.0","","35.4","1005191"
"Stan Hack","Cubs","1238","5385","1415","43","812","455","131","11.9 %","5.5 %",".104",".318",".304",".391",".408",".380","124","-2.0","","35.1","1005183"
"Cecil Travis","Senators","1102","4614","1370","25","606","581","20","7.3 %","4.8 %",".109",".341",".327",".381",".436",".375","111","17.0","","34.5","1013162"
"Freddie Lindstrom","- - -","1438","6104","1747","103","895","779","84","5.5 %","4.5 %",".138",".314",".311",".351",".449",".366","109","21.0","","34.4","1007631"
"Marty McManus","- - -","1831","7563","1926","120","1008","999","126","8.9 %","7.4 %",".141",".302",".289",".357",".430",".361","100","0.0","","34.2","1008637"
"Bob Meusel","- - -","1407","6028","1693","156","826","1068","142","6.2 %","10.3 %",".187",".327",".309",".356",".497",".384","116","7.0","","33.7","1008817"
"Sam West","- - -","1704","6784","1803","75","920","813","51","9.8 %","7.7 %",".128",".320",".301",".371",".429",".366","103","37.0","","33.7","1013813"
"George Kelly","- - -","1505","6294","1727","146","799","999","63","6.0 %","10.1 %",".159",".319",".301",".347",".459",".368","111","58.0","","33.0","1006799"
"Red Rolfe","Yankees","1105","5114","1336","61","900","472","43","9.8 %","6.2 %",".123",".305",".293",".364",".416",".361","104","36.0","","32.6","1011157"
"Ossie Bluege","Senators","1867","7452","1751","43","883","848","140","9.7 %","6.9 %",".084",".290",".272",".352",".356",".334","88","73.0","","32.3","1001090"
"Bing Miller","- - -","1820","6885","1934","116","946","992","127","5.6 %","4.9 %",".150",".316",".311",".359",".461",".373","108","32.0","","31.9","1008871"
"Jack Fournier","- - -","1059","4340","1213","121","621","657","78","9.8 %","5.9 %",".183",".324",".324",".401",".507",".416","143","-37.0","","30.7","1004264"
"Woody English","- - -","1261","5469","1356","32","801","422","57","10.4 %","9.8 %",".092",".317",".286",".366",".378",".351","99","46.0","","30.7","1003785"
"Billy Werber","- - -","1197","5416","1287","77","824","526","206","12.0 %","6.3 %",".127",".286",".277",".369",".403",".363","104","24.0","","30.5","1013783"
"Max Carey","- - -","1244","5412","1381","40","818","432","346","10.3 %","4.0 %",".110",".304",".296",".375",".406",".380","116","25.0","","30.3","1001944"
"Tony Cuccinello","- - -","1461","6034","1522","89","662","797","32","8.3 %","7.2 %",".120",".292",".281",".343",".400",".344","104","26.0","","30.2","1002848"
"Edd Roush","- - -","1249","5337","1581","51","744","671","144","6.3 %","2.6 %",".131",".329",".327",".374",".458",".382","122","-13.0","","30.1","1011247"
"Lefty O'Doul","- - -","951","3642","1136","113","622","541","35","9.1 %","3.3 %",".183",".339",".350",".414",".533",".428","142","-15.0","","30.0","1009734"
"Zack Wheat","- - -","1036","4320","1337","81","654","608","43","6.8 %","3.1 %",".152",".337",".339",".389",".491",".405","135","-1.0","","29.9","1013828"
"Frankie Crosetti","Yankees","1281","5720","1218","83","835","525","98","11.3 %","11.1 %",".119",".269",".247",".344",".366",".333","89","35.0","","29.4","1002802"
"Ernie Lombardi","- - -","1276","4482","1292","124","440","705","6","6.2 %","3.8 %",".156",".302",".310",".358",".466",".375","123","-16.0","","29.3","1007718"
"Rick Ferrell","- - -","1484","5677","1381","27","598","613","25","13.4 %","3.8 %",".092",".296",".286",".384",".378",".359","99","0.0","","29.3","1004007"
"John Stone","- - -","1200","5006","1391","77","739","707","45","9.2 %","7.0 %",".158",".323",".310",".376",".467",".381","114","24.0","","29.3","1012568"
"Billy Rogell","- - -","1482","5919","1375","42","755","609","82","11.0 %","7.0 %",".103",".284",".267",".351",".370",".337","85","60.0","","29.0","1011128"
"Glenn Wright","- - -","1119","4480","1219","94","584","723","38","4.7 %","9.1 %",".153",".308",".294",".328",".447",".352","97","71.0","","28.7","1014280"
"Ross Youngs","Giants","953","4212","1187","39","664","523","118","10.8 %","6.9 %",".125",".347",".326",".405",".451",".399","133","8.0","","28.7","1014390"
"George Selkirk","Yankees","804","3227","795","108","488","566","49","14.6 %","9.6 %",".197",".300",".293",".402",".490",".405","129","33.0","","28.3","1011732"
"Lloyd Waner","- - -","1835","7968","2370","27","1168","584","66","5.0 %","2.1 %",".079",".323",".319",".355",".397",".350","99","21.0","","28.3","1013596"
"Joe Kuhel","- - -","1474","6493","1632","112","932","803","117","10.3 %","6.9 %",".142",".294",".285",".362",".427",".364","105","-11.0","","28.0","1007202"
"Cy Williams","Phillies","1260","4904","1335","202","722","717","58","10.1 %","8.2 %",".210",".307",".311",".388",".521",".412","128","-38.0","","27.8","1013981"
"Lonny Frey","- - -","1061","4573","1080","53","637","432","81","11.1 %","8.5 %",".119",".292",".273",".359",".392",".356","109","25.0","","27.7","1004343"
"Zeke Bonura","- - -","917","4026","1099","119","600","704","19","10.0 %","4.5 %",".181",".299",".307",".380",".487",".394","120","21.0","","27.5","1001176"
"Joe Vosmik","- - -","1400","6046","1675","65","816","865","23","8.5 %","4.4 %",".131",".316",".308",".370",".439",".370","104","19.0","","27.5","1013456"
"Ted Williams","Red Sox","436","1944","563","91","400","378","8","18.0 %","7.5 %",".284",".351",".356",".475",".640",".493","178","-3.0","","27.4","1014040"
"Curt Walker","- - -","1358","5571","1475","64","718","688","96","9.6 %","4.6 %",".136",".311",".304",".374",".440",".377","111","24.0","","27.0","1013510"
"Pinky Higgins","- - -","1291","5450","1434","110","704","800","52","10.3 %","8.7 %",".143",".313",".298",".373",".441",".373","105","-50.0","","26.6","1005793"
"Johnny Mostil","White Sox","962","4061","1045","23","614","372","175","10.2 %","8.1 %",".126",".327",".301",".386",".426",".379","114","45.0","","26.3","1009255"
"Baby Doll Jacobson","- - -","1133","4805","1398","74","646","702","64","5.9 %","5.3 %",".146",".330",".322",".367",".468",".384","110","19.0","","26.3","1006316"
"Wally Schang","- - -","1111","3905","938","42","468","442","53","13.6 %","7.8 %",".123",".311",".291",".399",".414",".384","114","-3.0","","26.1","1011521"
"Spud Davis","- - -","1381","4574","1276","75","380","627","6","8.2 %","6.9 %",".122",".321",".309",".369",".431",".368","108","11.0","","26.1","1003078"
"Charlie Jamieson","Indians","1457","6326","1747","18","939","490","105","9.9 %","3.9 %",".089",".328",".316",".388",".405",".370","104","21.0","","26.1","1006355"
"Joe Gordon","Yankees","589","2510","613","107","391","398","50","10.2 %","10.6 %",".221",".273",".275",".353",".496",".382","118","58.0","","25.8","1004874"
"Billy Jurges","- - -","1311","5148","1218","32","549","531","24","7.2 %","7.4 %",".088",".282",".263",".324",".351",".317","84","102.0","","25.3","1006653"
"Gus Suhr","- - -","1435","5989","1446","84","714","818","53","12.0 %","7.2 %",".148",".292",".279",".368",".428",".369","114","-2.0","","24.8","1012674"
"Buddy Lewis","Senators","895","4103","1112","53","614","449","69","9.4 %","5.4 %",".128",".313",".304",".372",".432",".368","107","8.0","","24.7","1007578"
"Wally Moses","Athletics","900","4004","1135","61","594","354","55","9.5 %","5.3 %",".147",".325",".317",".384",".464",".387","114","7.0","","24.6","1009244"
"Gee Walker","- - -","1324","5461","1576","109","782","810","191","4.5 %","7.9 %",".153",".320",".307",".343",".461",".366","103","5.0","","24.6","1013519"
"Ripper Collins","- - -","1084","4205","1121","135","615","659","18","8.5 %","8.9 %",".196",".301",".296",".360",".492",".385","125","15.0","","24.5","1002464"
"Bibb Falk","- - -","1353","5264","1463","69","655","784","47","7.8 %","5.3 %",".134",".324",".314",".372",".449",".376","112","-3.0","","24.1","1003911"
"Rabbit Maranville","- - -","1757","7389","1750","8","859","580","148","7.3 %","5.7 %",".080",".280",".263",".321",".343",".313","78","73.0","","24.0","1008099"
"Lyn Lary","- - -","1302","5424","1239","38","805","526","162","13.0 %","8.7 %",".103",".293",".269",".369",".372",".352","96","-42.0","","23.8","1007365"
"Rudy York","Tigers","654","2729","694","148","419","543","15","13.0 %","13.0 %",".259",".295",".295",".390",".555",".423","131","-9.0","","23.4","1014354"
"Earl Sheely","- - -","1234","5263","1340","48","572","747","33","10.7 %","3.9 %",".099",".306",".300",".383",".399",".369","107","13.0","","23.3","1011850"
"Roger Peckinpaugh","- - -","995","4122","957","27","553","410","58","10.8 %","5.9 %",".079",".287",".273",".356",".352",".339","89","47.0","","22.9","1010116"
"Carl Reynolds","- - -","1222","4879","1357","80","672","699","112","5.3 %","6.3 %",".156",".311",".302",".346",".458",".364","107","32.0","","22.5","1010864"
"Harry Hooper","- - -","801","3545","926","52","532","373","91","11.2 %","4.2 %",".139",".307",".304",".388",".442",".386","117","23.0","","22.5","1006002"
"George Harper","- - -","913","3471","942","91","476","497","53","10.2 %","4.9 %",".168",".311",".314",".392",".482",".401","124","12.0","","22.5","1005378"
"Bob O'Farrell","- - -","1385","4470","1057","50","496","525","32","11.8 %","8.6 %",".115",".295",".274",".363",".390",".357","101","6.0","","22.4","1009740"
"Bruce Campbell","- - -","1238","4953","1277","101","718","703","53","10.3 %","11.1 %",".170",".315",".291",".369",".461",".377","108","-21.0","","22.2","1001875"
"Sparky Adams","- - -","1424","6174","1588","9","844","394","154","7.3 %","3.6 %",".067",".297",".286",".343",".353",".330","85","54.0","","22.1","1000063"
"George Burns","- - -","1114","4233","1234","43","571","604","84","5.4 %","5.2 %",".132",".333",".321",".369",".453",".380","111","20.0","","21.9","1001709"
"Joe Harris","- - -","794","2906","782","46","391","406","23","11.1 %","4.6 %",".169",".320",".315",".399",".484",".408","130","11.0","","21.3","1005421"
"Rube Bressler","- - -","1152","4094","1098","29","496","554","45","9.9 %","5.0 %",".114",".324",".310",".385",".424",".377","114","14.0","","21.2","1001398"
"Ival Goodman","Reds","878","3763","940","91","533","449","45","8.3 %","8.3 %",".174",".290",".282",".351",".456",".369","119","36.0","","21.0","1004857"
"Odell Hale","- - -","1062","4122","1071","73","551","573","57","8.6 %","7.6 %",".152",".301",".289",".352",".441",".360","98","0.0","","20.9","1005224"
"Wally Pipp","- - -","1189","4960","1282","56","638","676","60","7.1 %","4.8 %",".124",".299",".291",".347",".415",".354","98","56.0","","20.8","1010365"
"Bubbles Hargrave","- - -","811","2792","774","29","309","371","27","7.7 %","5.6 %",".143",".325",".313",".375",".456",".384","122","2.0","","20.6","1005359"
"Hughie Critz","- - -","1478","6415","1591","38","832","531","97","4.5 %","4.0 %",".084",".276",".268",".303",".352",".305","74","130.0","","20.6","1002780"
"Pinky Whitney","- - -","1539","6317","1701","93","696","927","45","6.3 %","6.9 %",".120",".307",".295",".343",".415",".349","94","-18.0","","20.3","1013909"
"Charlie Grimm","- - -","2090","8519","2252","79","891","1060","54","6.7 %","4.5 %",".108",".300",".292",".343",".400",".344","94","23.0","","20.3","1005068"
"Charlie Keller","Yankees","389","1709","427","65","291","298","20","16.9 %","10.5 %",".228",".312",".304",".423",".532",".433","150","22.0","","20.1","1006768"
"Irish Meusel","- - -","1029","4247","1230","97","588","698","71","5.3 %","3.9 %",".166",".311",".315",".354",".482",".381","119","-9.0","","20.1","1008818"
"Red Ruffing","- - -","809","1898","483","34","192","251","1","4.7 %","12.3 %",".124",".301",".274",".311",".398",".324","84","0.0","","20.0","1011296"
"Pepper Martin","Cardinals","1149","4419","1203","57","739","497","144","8.0 %","9.7 %",".146",".323",".298",".357",".444",".374","117","-33.0","","20.0","1008189"
"Johnny Bassler","Tigers","767","2763","690","1","245","312","10","15.3 %","2.6 %",".058",".318",".308",".420",".367",".383","113","10.0","","19.8","1000646"
"Muddy Ruel","- - -","1370","4972","1182","4","475","501","55","11.3 %","4.1 %",".059",".292",".279",".367",".338",".337","89","20.0","","19.7","1011290"
"Bobby Veach","- - -","790","3176","895","43","437","530","50","6.7 %","3.9 %",".148",".322",".318",".372",".466",".388","117","11.0","","19.5","1013388"
"Tommy Henrich","Yankees","531","2201","528","80","375","328","21","13.9 %","6.5 %",".217",".274",".285",".389",".502",".406","131","12.0","","19.4","1005664"
"Roy Johnson","- - -","1155","4886","1292","58","717","556","135","10.0 %","7.8 %",".141",".315",".296",".369",".437",".367","106","-4.0","","19.3","1006498"
"Jo-Jo Moore","Giants","1335","5848","1615","79","809","513","46","6.0 %","4.2 %",".111",".301",".298",".344",".408",".348","106","7.0","","19.3","1009117"
"Dixie Walker","- - -","833","3361","888","52","496","401","22","9.9 %","4.8 %",".142",".303",".299",".370",".441",".373","111","20.0","","19.1","1013512"
"Bucky Harris","- - -","1255","5525","1291","9","722","502","167","8.5 %","5.6 %",".080",".292",".274",".352",".354",".338","89","-17.0","","18.5","1005402"
"Taylor Douthit","- - -","1074","4727","1201","29","665","396","67","9.4 %","6.6 %",".093",".310",".291",".364",".384",".353","96","34.0","","18.5","1003438"
"Johnny Frederick","Robins","805","3364","954","85","498","377","23","6.2 %","5.2 %",".169",".306",".308",".357",".477",".377","115","0.0","","18.3","1004311"
"Aaron Ward","- - -","1004","4024","952","50","450","443","35","8.2 %","10.9 %",".117",".298",".271",".338",".388",".339","88","39.0","","18.2","1013602"
"Ray Blades","Cardinals","767","2846","726","50","467","340","33","11.6 %","10.9 %",".159",".329",".301",".395",".460",".396","124","10.0","","18.1","1001023"
"Mike Kreevich","- - -","831","3600","932","36","484","386","90","8.0 %","6.5 %",".124",".304",".290",".349",".414",".352","94","41.0","","17.8","1007151"
"Shanty Hogan","- - -","989","3474","939","61","288","474","6","6.3 %","5.4 %",".111",".300",".295",".348",".406",".348","100","11.0","","17.8","1005924"
"Elbie Fletcher","- - -","777","3200","741","47","395","350","24","13.3 %","8.1 %",".125",".287",".272",".374",".397",".364","119","30.0","","17.7","1004150"
"Augie Galan","- - -","920","3812","919","59","552","439","90","11.4 %","6.4 %",".132",".285",".276",".363",".408",".364","112","18.0","","17.7","1004440"
"Frank Demaree","- - -","1036","4253","1161","69","551","552","30","7.7 %","5.9 %",".120",".312",".304",".361",".424",".364","114","-8.0","","17.6","1003190"
"Pete Fox","- - -","1070","4577","1263","59","708","524","116","6.6 %","7.7 %",".126",".319",".302",".351",".428",".357","96","21.0","","17.6","1004283"
"Red Kress","- - -","1390","5662","1454","89","691","799","47","8.4 %","8.0 %",".134",".300",".286",".347",".420",".348","93","-49.0","","17.4","1007160"
"Wes Ferrell","- - -","547","1345","329","38","175","208","2","9.6 %","13.8 %",".166",".305",".280",".351",".446",".364","101","1.0","","17.2","1004010"
"Fred Schulte","- - -","1179","4807","1241","47","686","593","56","9.6 %","7.5 %",".117",".310",".291",".362",".408",".353","98","7.0","","16.9","1011632"
"Ira Flagstead","- - -","1117","4445","1107","35","601","409","65","9.7 %","5.6 %",".114",".301",".288",".366",".402",".359","100","4.0","","16.8","1004126"
"Del Pratt","- - -","665","2731","754","16","336","404","39","7.4 %","2.7 %",".114",".316",".311",".368",".425",".368","106","6.0","","16.5","1010512"
"Billy Southworth","- - -","946","3936","1046","46","543","449","94","7.8 %","2.7 %",".121",".300",".300",".359",".421",".360","108","19.0","","16.4","1012291"
"Mule Haas","- - -","1168","4976","1257","43","706","496","12","8.7 %","6.0 %",".110",".306",".292",".359",".402",".351","97","2.0","","16.4","1005173"
"Frankie Hayes","Athletics","784","2938","722","85","368","406","22","10.6 %","12.2 %",".168",".296",".278",".357",".446",".367","104","-15.0","","16.4","1005526"
"Topper Rigney","- - -","694","2841","669","13","324","315","44","13.3 %","6.2 %",".099",".307",".288",".388",".387",".368","106","-18.0","","16.4","1010962"
"Ken Keltner","Indians","602","2520","644","77","320","372","22","7.4 %","9.0 %",".191",".286",".281",".338",".473",".365","106","15.0","","16.3","1006821"
"Frank McCormick","Reds","652","2791","803","59","364","472","7","5.4 %","2.8 %",".144",".303",".310",".352",".454",".368","119","30.0","","16.2","1008413"
"Jack Tobin","- - -","996","4296","1255","45","634","392","68","6.8 %","2.5 %",".118",".323",".321",".371",".439",".375","105","-18.0","","16.0","1013088"
"Doc Cramer","- - -","1519","6969","1937","25","1028","599","43","5.6 %","3.7 %",".083",".312",".302",".344",".385",".336","85","-15.0","","15.8","1002727"
"Harvey Hendrick","- - -","922","3220","896","48","434","413","75","7.4 %","7.5 %",".135",".324",".308",".364",".443",".375","115","-12.0","","15.8","1005643"
"George Uhle","- - -","695","1453","380","9","165","181","6","6.7 %","7.4 %",".095",".309",".289",".339",".383",".335","85","0.0","","15.7","1013266"
"Jeff Heath","Indians","530","2154","603","74","326","370","35","7.8 %","12.2 %",".226",".323",".305",".361",".531",".398","125","1.0","","15.7","1005560"
"Earl Smith","- - -","839","2529","677","46","220","347","17","9.6 %","4.1 %",".129",".304",".304",".375",".433",".378","115","-6.0","","15.6","1012127"
"Heinie Groh","- - -","676","2866","720","9","387","252","54","9.5 %","4.4 %",".086",".302",".289",".366",".375",".351","105","17.0","","15.4","1005078"
"Don Hurst","- - -","905","3762","976","115","510","610","41","10.4 %","5.6 %",".180",".292",".298",".375",".478",".390","114","-30.0","","15.4","1006223"
"Ed Morgan","- - -","771","3257","879","52","512","473","36","11.8 %","7.7 %",".154",".330",".313",".398",".467",".392","120","-28.0","","15.4","1009176"
"Red Lucas","- - -","907","1608","404","3","155","190","2","7.7 %","8.3 %",".067",".308",".281",".340",".347",".323","85","1.0","","15.2","1007808"
"Dale Alexander","- - -","662","2736","811","61","369","459","20","9.1 %","7.2 %",".166",".342",".331",".394",".497",".397","125","-14.0","","15.1","1000121"
"Joe Dugan","- - -","1179","4873","1305","38","605","491","24","4.5 %","6.5 %",".098",".307",".291",".329",".389",".334","86","-6.0","","15.0","1003537"
"Terry Moore","Cardinals","859","3594","926","60","516","373","71","7.4 %","7.4 %",".129",".294",".284",".340",".412",".351","101","32.0","","15.0","1009128"
"Andy High","- - -","1314","4969","1250","44","618","482","33","8.6 %","2.6 %",".104",".285",".284",".350",".388",".345","94","-42.0","","14.9","1005795"
"Harry Rice","- - -","1034","4247","1118","48","620","506","59","8.9 %","4.6 %",".122",".306",".299",".368",".421",".362","102","3.0","","14.8","1010895"
"Hank Severeid","- - -","809","2962","822","15","289","356","18","7.1 %","2.4 %",".093",".314",".310",".362",".403",".359","95","12.0","","14.7","1011761"
"Charlie Hollocher","Cubs","514","2302","617","9","288","177","57","8.1 %","2.0 %",".092",".313",".309",".372",".401",".353","102","28.0","","14.6","1005964"
"Joe Stripp","- - -","1146","4629","1238","24","575","464","50","6.0 %","4.9 %",".090",".306",".294",".340",".384",".337","95","-1.0","","14.6","1012623"
"Danny Taylor","- - -","674","2494","650","44","388","305","56","10.7 %","10.7 %",".149",".323",".297",".374",".446",".381","123","-1.0","","14.5","1012865"
"Lew Fonseca","- - -","937","3724","1075","31","518","485","64","5.0 %","5.3 %",".116",".329",".316",".355",".432",".361","103","-1.0","","14.4","1004205"
"Hank Leiber","- - -","755","2971","776","97","399","495","5","8.6 %","9.8 %",".177",".299",".292",".358",".469",".376","123","-28.0","","14.3","1007490"
